Func_id,Func_name,MMB1,MMB2,MSB1,MSB2,Sum
COG2907,Predicted NAD/FAD-binding protein,0,1,0,0,1
COG2908,Uncharacterized protein conserved in bacteria,0,2,0,5,7
COG2909,ATP-dependent transcriptional regulator,0,5,1,19,25
COG2910,Putative NADH-flavin reductase,0,2,25,0,27
COG2911,Uncharacterized protein conserved in bacteria,0,3,0,2,5
COG2912,Uncharacterized conserved protein,0,0,0,6,6
COG2913,Small protein A (tmRNA-binding),0,1,0,1,2
COG2914,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG2915,Uncharacterized protein involved in purine metabolism,0,2,0,0,2
COG2916,DNA-binding protein H-NS,0,0,0,0,0
COG2917,Intracellular septation protein A,0,1,0,0,1
COG2918,Gamma-glutamylcysteine synthetase,0,1,0,0,1
COG2919,Septum formation initiator,0,1,13,0,14
COG2920,"Dissimilatory sulfite reductase (desulfoviridin), gamma subunit",0,1,0,0,1
COG2921,Uncharacterized conserved protein,0,0,0,0,0
COG2922,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG2923,Uncharacterized protein involved in the oxidation of intracellular sulfur,0,1,0,0,1
COG2924,Fe-S cluster protector protein,0,1,0,1,2
COG2925,Exonuclease I,0,2,0,0,2
COG2926,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG2927,"DNA polymerase III, chi subunit",0,1,0,0,1
COG2928,Uncharacterized conserved protein,0,0,0,2,2
COG2929,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG2930,Uncharacterized conserved protein,0,2,0,6,8
COG2931,RTX toxins and related Ca2+-binding proteins,0,0,0,1,1
COG2932,Predicted transcriptional regulator,0,5,0,0,5
COG2933,Predicted SAM-dependent methyltransferase,0,2,0,0,2
COG2935,Putative arginyl-tRNA:protein arginylyltransferase,0,1,0,1,2
COG2936,Predicted acyl esterases,1,11,44,8,64
COG2937,Glycerol-3-phosphate O-acyltransferase,0,6,0,1,7
COG2938,Uncharacterized conserved protein,0,1,0,0,1
COG2939,Carboxypeptidase C (cathepsin A),0,2,0,2,4
COG2940,Proteins containing SET domain,0,1,0,3,4
COG2941,Ubiquinone biosynthesis protein COQ7,0,1,0,0,1
COG2942,N-acyl-D-glucosamine 2-epimerase,0,3,0,0,3
COG2943,Membrane glycosyltransferase,0,2,0,0,2
COG2944,Predicted transcriptional regulator,0,1,0,0,1
COG2945,Predicted hydrolase of the alpha/beta superfamily,1,2,0,1,4
COG2946,Putative phage replication protein RstA,0,0,0,0,0
COG2947,Uncharacterized conserved protein,0,2,0,4,6
COG2948,"Type IV secretory pathway, VirB10 components",0,0,0,0,0
COG2949,Uncharacterized membrane protein,0,0,0,0,0
COG2951,Membrane-bound lytic murein transglycosylase B,0,4,0,1,5
COG2952,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG2954,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG2956,Predicted N-acetylglucosaminyl transferase,0,2,0,2,4
COG2957,Peptidylarginine deiminase and related enzymes,0,5,0,2,7
COG2958,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG2959,Uncharacterized enzyme of heme biosynthesis,0,1,0,0,1
COG2960,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG2961,Protein involved in catabolism of external DNA,0,8,0,0,8
COG2962,Predicted permeases,0,3,37,2,42
COG2963,Transposase and inactivated derivatives,0,1,0,1,2
COG2964,Uncharacterized protein conserved in bacteria,0,2,0,2,4
COG2965,Primosomal replication protein N,0,0,0,0,0
COG2966,Uncharacterized conserved protein,0,0,17,1,18
COG2967,Uncharacterized protein affecting Mg2+/Co2+ transport,0,1,0,1,2
COG2968,Uncharacterized conserved protein,0,0,2,3,5
COG2969,Stringent starvation protein B,0,1,0,0,1
COG2971,Predicted N-acetylglucosamine kinase,0,0,16,6,22
COG2972,Predicted signal transduction protein with a C-terminal ATPase domain,0,0,9,1,10
COG2973,Trp operon repressor,0,0,0,0,0
COG2974,DNA recombination-dependent growth factor C,0,1,0,0,1
COG2975,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG2976,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG2977,Phosphopantetheinyl transferase component of siderophore synthetase,0,0,0,0,0
COG2978,Putative p-aminobenzoyl-glutamate transporter,0,0,16,1,17
COG2979,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG2980,Rare lipoprotein B,0,1,0,0,1
COG2981,Uncharacterized protein involved in cysteine biosynthesis,0,2,0,0,2
COG2982,Uncharacterized protein involved in outer membrane biogenesis,0,8,0,1,9
COG2983,Uncharacterized conserved protein,0,1,0,0,1
COG2984,"ABC-type uncharacterized transport system, periplasmic component",1,5,19,15,40
COG2985,Predicted permease,0,0,0,7,7
COG2986,Histidine ammonia-lyase,0,15,16,12,43
COG2987,Urocanate hydratase,0,5,33,6,44
COG2988,Succinylglutamate desuccinylase,0,3,0,0,3
COG2989,Uncharacterized protein conserved in bacteria,0,1,0,2,3
COG2990,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG2991,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG2992,Uncharacterized FlgJ-related protein,0,0,0,0,0
COG2993,"Cbb3-type cytochrome oxidase, cytochrome c subunit",0,4,0,5,9
COG2994,ACP:hemolysin acyltransferase (hemolysin-activating protein),0,0,0,0,0
COG2995,Uncharacterized paraquat-inducible protein A,0,5,0,1,6
COG2996,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG2998,"ABC-type tungstate transport system, permease component",0,0,0,1,1
COG2999,Glutaredoxin 2,0,0,0,0,0
COG3000,Sterol desaturase,0,1,0,3,4
COG3001,Fructosamine-3-kinase,0,0,0,0,0
COG3002,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG3004,Na+/H+ antiporter,0,2,32,3,37
COG3005,"Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c subunit",0,0,0,1,1
COG3006,Uncharacterized protein involved in chromosome partitioning,0,0,0,0,0
COG3007,Uncharacterized paraquat-inducible protein B,0,0,0,0,0
COG3008,Paraquat-inducible protein B,0,8,0,0,8
COG3009,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG3010,Putative N-acetylmannosamine-6-phosphate epimerase,0,0,18,1,19
COG3011,Uncharacterized protein conserved in bacteria,0,1,0,4,5
COG3012,Uncharacterized protein conserved in bacteria,0,1,16,0,17
COG3013,Uncharacterized conserved protein,0,0,0,0,0
COG3014,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3015,Uncharacterized lipoprotein NlpE involved in copper resistance,0,0,0,0,0
COG3016,Uncharacterized iron-regulated protein,0,1,0,1,2
COG3017,Outer membrane lipoprotein involved in outer membrane biogenesis,0,1,0,0,1
COG3018,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3019,Predicted metal-binding protein,1,1,0,0,2
COG3021,Uncharacterized protein conserved in bacteria,0,0,29,0,29
COG3022,Uncharacterized protein conserved in bacteria,0,1,11,0,12
COG3023,Negative regulator of beta-lactamase expression,0,7,0,3,10
COG3024,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3025,Uncharacterized conserved protein,0,2,0,0,2
COG3026,Negative regulator of sigma E activity,0,2,0,0,2
COG3027,Uncharacterized protein conserved in bacteria,1,2,0,0,3
COG3028,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG3029,Fumarate reductase subunit C,0,0,0,0,0
COG3030,Protein affecting phage T7 exclusion by the F plasmid,0,1,0,0,1
COG3031,"Type II secretory pathway, component PulC",0,0,0,0,0
COG3033,Tryptophanase,0,0,0,2,2
COG3034,Uncharacterized protein conserved in bacteria,0,2,0,1,3
COG3036,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3037,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3038,Cytochrome B561,0,5,0,1,6
COG3039,"Transposase and inactivated derivatives, IS5 family",2,0,0,0,2
COG3040,Bacterial lipocalin,0,1,0,0,1
COG3041,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3042,Putative hemolysin,0,0,0,0,0
COG3043,Nitrate reductase cytochrome c-type subunit,0,0,0,0,0
COG3044,Predicted ATPase of the ABC class,0,0,0,0,0
COG3045,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG3046,Uncharacterized protein related to deoxyribodipyrimidine photolyase,0,0,0,0,0
COG3047,Outer membrane protein W,0,1,0,0,1
COG3048,D-serine dehydratase,0,0,0,0,0
COG3049,Penicillin V acylase and related amidases,0,0,0,0,0
COG3050,"DNA polymerase III, psi subunit",0,0,0,0,0
COG3051,"Citrate lyase, alpha subunit",0,0,0,0,0
COG3052,"Citrate lyase, gamma subunit",0,0,0,0,0
COG3053,Citrate lyase synthetase,0,0,0,0,0
COG3054,Predicted transcriptional regulator,0,0,0,0,0
COG3055,Uncharacterized protein conserved in bacteria,0,0,0,2,2
COG3056,Uncharacterized lipoprotein,0,0,0,0,0
COG3057,Negative regulator of replication initiationR,0,0,0,0,0
COG3058,Uncharacterized protein involved in formate dehydrogenase formation,0,1,0,1,2
COG3059,Predicted membrane protein,0,0,0,1,1
COG3060,Transcriptional regulator of met regulon,4,0,0,0,4
COG3061,Cell envelope opacity-associated protein A,0,1,0,0,1
COG3062,Uncharacterized protein involved in formation of periplasmic nitrate reductase,0,0,0,0,0
COG3063,Tfp pilus assembly protein PilF,1,10,0,15,26
COG3064,Membrane protein involved in colicin uptake,0,0,13,0,13
COG3065,Starvation-inducible outer membrane lipoprotein,0,0,0,0,0
COG3066,DNA mismatch repair protein,0,0,0,0,0
COG3067,Na+/H+ antiporter,0,2,0,0,2
COG3068,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3069,C4-dicarboxylate transporter,0,0,0,0,0
COG3070,Regulator of competence-specific genes,0,1,0,0,1
COG3071,Uncharacterized enzyme of heme biosynthesis,0,3,0,0,3
COG3072,Adenylate cyclase,0,4,0,0,4
COG3073,Negative regulator of sigma E activity,0,1,0,0,1
COG3074,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3075,Anaerobic glycerol-3-phosphate dehydrogenase,0,0,0,0,0
COG3076,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3077,DNA-damage-inducible protein J,0,0,0,0,0
COG3078,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3079,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3080,Fumarate reductase subunit D,0,0,0,0,0
COG3081,Nucleoid-associated protein,0,1,0,0,1
COG3082,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3083,Predicted hydrolase of alkaline phosphatase superfamily,0,0,0,1,1
COG3084,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3085,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3086,Positive regulator of sigma E activity,0,0,0,0,0
COG3087,Cell division protein,0,0,0,0,0
COG3088,Uncharacterized protein involved in biosynthesis of c-type cytochromes,0,4,0,1,5
COG3089,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3090,"TRAP-type C4-dicarboxylate transport system, small permease component",0,1,27,3,31
COG3091,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3092,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3093,Plasmid maintenance system antidote protein,0,1,14,0,15
COG3094,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3095,Uncharacterized protein involved in chromosome partitioning,0,0,0,0,0
COG3096,Uncharacterized protein involved in chromosome partitioning,0,0,0,0,0
COG3097,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3098,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3099,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3100,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3101,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3102,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3103,SH3 domain protein,0,0,13,0,13
COG3104,Dipeptide/tripeptide permease,1,1,21,11,34
COG3105,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3106,Predicted ATPase,0,0,0,0,0
COG3107,Putative lipoprotein,1,3,0,0,4
COG3108,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3109,Activator of osmoprotectant transporter ProP,0,0,0,0,0
COG3110,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3111,Uncharacterized conserved protein,0,0,0,0,0
COG3112,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3113,Predicted NTP binding protein (contains STAS domain),0,1,0,0,1
COG3114,Heme exporter protein D,0,1,0,0,1
COG3115,Cell division protein,0,2,0,0,2
COG3116,Cell division protein,0,1,0,0,1
COG3117,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3118,Thioredoxin domain-containing protein,0,0,41,17,58
COG3119,Arylsulfatase A and related enzymes,10,6,0,27,43
COG3120,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3121,"P pilus assembly protein, chaperone PapD",0,0,0,0,0
COG3122,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3123,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3124,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3125,"Heme/copper-type cytochrome/quinol oxidase, subunit 4",0,1,0,0,1
COG3126,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3127,"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component",2,4,16,4,26
COG3128,Uncharacterized iron-regulated protein,0,1,0,0,1
COG3129,Predicted SAM-dependent methyltransferase,0,2,0,0,2
COG3130,Ribosome modulation factor,0,1,0,0,1
COG3131,Periplasmic glucans biosynthesis protein,0,7,0,0,7
COG3132,Uncharacterized protein conserved in bacteria,0,2,0,0,2
COG3133,Outer membrane lipoprotein,0,2,0,0,2
COG3134,Predicted outer membrane lipoprotein,0,2,0,0,2
COG3135,Uncharacterized protein involved in benzoate metabolism,0,2,33,1,36
COG3136,Uncharacterized membrane protein required for alginate biosynthesis,0,1,0,0,1
COG3137,Putative salt-induced outer membrane protein,0,0,0,0,0
COG3138,Arginine/ornithine N-succinyltransferase beta subunit,0,5,0,0,5
COG3139,Uncharacterized protein conserved in bacteria,3,0,0,0,3
COG3140,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3141,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3142,Uncharacterized protein involved in copper resistance,0,0,0,0,0
COG3143,Chemotaxis protein,0,0,0,0,0
COG3144,Flagellar hook-length control protein,0,0,0,0,0
COG3145,Alkylated DNA repair protein,0,2,16,1,19
COG3146,Uncharacterized protein conserved in bacteria,1,2,0,4,7
COG3147,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3148,Uncharacterized conserved protein,0,2,0,0,2
COG3149,"Type II secretory pathway, component PulM",0,0,0,0,0
COG3150,Predicted esterase,0,2,0,0,2
COG3151,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG3152,Predicted membrane protein,0,1,0,0,1
COG3153,Predicted acetyltransferase,1,0,17,3,21
COG3154,Putative lipid carrier protein,0,1,0,0,1
COG3155,Uncharacterized protein involved in an early stage of isoprenoid biosynthesis,0,3,0,0,3
COG3156,"Type II secretory pathway, component PulK",0,0,0,0,0
COG3157,Hemolysin-coregulated protein (uncharacterized),0,4,0,0,4
COG3158,K+ transporter,0,3,0,7,10
COG3159,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3160,Regulator of sigma D,0,1,0,0,1
COG3161,4-hydroxybenzoate synthetase (chorismate lyase),0,1,0,0,1
COG3162,Predicted membrane protein,0,1,16,0,17
COG3164,Predicted membrane protein,0,5,0,0,5
COG3165,Uncharacterized protein conserved in bacteria,0,0,0,1,1
COG3166,Tfp pilus assembly protein PilN,0,1,0,1,2
COG3167,Tfp pilus assembly protein PilO,2,1,0,0,3
COG3168,Tfp pilus assembly protein PilP,0,0,0,0,0
COG3169,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3170,Tfp pilus assembly protein FimV,0,2,0,0,2
COG3171,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3172,Predicted ATPase/kinase involved in NAD metabolism,0,1,0,0,1
COG3173,Predicted aminoglycoside phosphotransferase,0,1,68,2,71
COG3174,Predicted membrane protein,0,0,0,0,0
COG3175,Cytochrome oxidase assembly factor,0,2,0,0,2
COG3176,Putative hemolysin,0,0,0,0,0
COG3177,Uncharacterized conserved protein,0,2,13,12,27
COG3178,Predicted phosphotransferase related to Ser/Thr protein kinases,0,1,0,1,2
COG3179,Predicted chitinase,1,4,0,0,5
COG3180,Putative ammonia monooxygenase,0,1,0,0,1
COG3181,Uncharacterized protein conserved in bacteria,4,5,55,22,86
COG3182,Uncharacterized iron-regulated membrane protein,0,4,0,0,4
COG3183,Predicted restriction endonuclease,0,0,0,0,0
COG3184,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG3185,4-hydroxyphenylpyruvate dioxygenase and related hemolysins,1,4,0,8,13
COG3186,Phenylalanine-4-hydroxylase,0,1,0,1,2
COG3187,Heat shock protein,0,0,16,0,16
COG3188,"P pilus assembly protein, porin PapC",0,0,0,0,0
COG3189,Uncharacterized conserved protein,0,1,16,3,20
COG3190,Flagellar biogenesis protein,0,1,0,1,2
COG3191,L-aminopeptidase/D-esterase,0,2,0,5,7
COG3192,Ethanolamine utilization protein,0,0,0,0,0
COG3193,"Uncharacterized protein, possibly involved in utilization of glycolate and propanediol",0,4,0,0,4
COG3194,Ureidoglycolate hydrolase,0,1,0,0,1
COG3195,Uncharacterized protein conserved in bacteria,0,2,14,1,17
COG3196,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3197,"Uncharacterized protein, possibly involved in nitrogen fixation",0,0,0,0,0
COG3198,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3199,Uncharacterized conserved protein,0,1,0,0,1
COG3200,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,0,1,17,2,20
COG3201,Nicotinamide mononucleotide transporter,0,1,15,1,17
COG3202,ATP/ADP translocase,0,0,0,2,2
COG3203,Outer membrane protein (porin),0,0,0,0,0
COG3204,Uncharacterized protein conserved in bacteria,0,5,0,0,5
COG3205,Predicted membrane protein,0,0,0,0,0
COG3206,Uncharacterized protein involved in exopolysaccharide biosynthesis,0,4,0,4,8
COG3207,Pyoverdine/dityrosine biosynthesis protein,0,0,0,0,0
COG3208,Predicted thioesterase involved in non-ribosomal peptide biosynthesis,0,6,0,0,6
COG3209,Rhs family protein,0,8,0,1,9
COG3210,Large exoproteins involved in heme utilization or adhesion,0,0,0,0,0
COG3211,Predicted phosphatase,0,2,14,4,20
COG3212,Predicted membrane protein,0,2,0,0,2
COG3213,Uncharacterized protein involved in response to NO,0,0,0,2,2
COG3214,Uncharacterized protein conserved in bacteria,0,1,27,1,29
COG3215,Tfp pilus assembly protein PilZ,0,1,0,0,1
COG3216,Uncharacterized protein conserved in bacteria,0,0,0,2,2
COG3217,Uncharacterized Fe-S protein,0,2,0,3,5
COG3218,"ABC-type uncharacterized transport system, auxiliary component",0,2,0,0,2
COG3219,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3220,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG3221,"ABC-type phosphate/phosphonate transport system, periplasmic component",0,3,0,2,5
COG3222,Uncharacterized protein conserved in bacteria,4,0,0,2,6
COG3223,Predicted membrane protein,0,1,0,0,1
COG3224,Uncharacterized protein conserved in bacteria,0,2,1,3,6
COG3225,"ABC-type uncharacterized transport system involved in gliding motility, auxiliary component",0,0,0,0,0
COG3226,Uncharacterized protein conserved in bacteria,0,1,15,0,16
COG3227,Zinc metalloprotease (elastase),0,0,0,2,2
COG3228,Uncharacterized protein conserved in bacteria,0,1,0,1,2
COG3230,Heme oxygenase,0,1,0,0,1
COG3231,Aminoglycoside phosphotransferase,0,0,0,0,0
COG3232,5-carboxymethyl-2-hydroxymuconate isomerase,0,4,0,0,4
COG3233,Predicted deacetylase,0,1,0,1,2
COG3234,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3235,Predicted membrane protein,0,0,0,0,0
COG3236,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3237,Uncharacterized protein conserved in bacteria,1,0,0,0,1
COG3238,Uncharacterized protein conserved in bacteria,0,2,19,0,21
COG3239,Fatty acid desaturase,1,4,15,4,24
COG3240,Phospholipase/lecithinase/hemolysin,0,1,0,1,2
COG3241,Azurin,0,1,0,0,1
COG3242,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3243,Poly(3-hydroxyalkanoate) synthetase,0,5,0,4,9
COG3245,Cytochrome c5,0,1,0,0,1
COG3246,Uncharacterized conserved protein,0,5,0,1,6
COG3247,Uncharacterized conserved protein,0,0,0,1,1
COG3248,Nucleoside-binding outer membrane protein,0,4,0,0,4
COG3249,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3250,Beta-galactosidase/beta-glucuronidase,0,4,0,18,22
COG3251,Uncharacterized protein conserved in bacteria,0,3,0,0,3
COG3252,Methenyltetrahydromethanopterin cyclohydrolase,0,0,0,0,0
COG3253,Uncharacterized conserved protein,0,1,15,5,21
COG3254,Uncharacterized conserved protein,0,0,0,0,0
COG3255,Putative sterol carrier protein,1,0,0,0,1
COG3256,Nitric oxide reductase large subunit,9,5,4,4,22
COG3257,"Uncharacterized protein, possibly involved in glyoxylate utilization",0,0,14,1,15
COG3258,Cytochrome c,0,0,0,1,1
COG3259,"Coenzyme F420-reducing hydrogenase, alpha subunit",0,0,0,0,0
COG3260,"Ni,Fe-hydrogenase III small subunit",0,0,0,0,0
COG3261,"Ni,Fe-hydrogenase III large subunit",0,0,0,0,0
COG3262,"Ni,Fe-hydrogenase III component G",0,0,0,0,0
COG3263,NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain,0,4,0,1,5
COG3264,Small-conductance mechanosensitive channel,0,6,0,5,11
COG3265,Gluconate kinase,0,1,26,2,29
COG3266,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3267,"Type II secretory pathway, component ExeA (predicted ATPase)",1,2,1,11,15
COG3268,Uncharacterized conserved protein,0,0,0,2,2
COG3269,"Predicted RNA-binding protein, contains TRAM domain",0,0,1,6,7
COG3270,Uncharacterized conserved protein,0,0,0,0,0
COG3271,Predicted double-glycine peptidase,0,1,0,0,1
COG3272,Uncharacterized conserved protein,0,1,0,0,1
COG3273,Uncharacterized conserved protein,0,0,0,1,1
COG3274,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3275,Putative regulator of cell autolysis,0,3,15,3,21
COG3276,Selenocysteine-specific translation elongation factor,2,1,2,3,8
COG3277,RNA-binding protein involved in rRNA processing,0,0,0,1,1
COG3278,"Cbb3-type cytochrome oxidase, subunit 1",0,7,0,1,8
COG3279,Response regulator of the LytR/AlgR family,1,3,16,6,26
COG3280,Maltooligosyl trehalose synthase,1,5,0,24,30
COG3281,"Uncharacterized protein, probably involved in trehalose biosynthesis",0,2,0,5,7
COG3283,Transcriptional regulator of aromatic amino acids metabolism,0,3,0,0,3
COG3284,Transcriptional activator of acetoin/glycerol metabolism,2,5,31,3,41
COG3285,Predicted eukaryotic-type DNA primase,1,4,2,12,19
COG3286,Uncharacterized protein conserved in archaea,0,0,0,0,0
COG3287,Uncharacterized conserved protein,0,1,0,0,1
COG3288,NAD/NADP transhydrogenase alpha subunit,1,2,0,6,9
COG3290,Signal transduction histidine kinase regulating citrate/malate metabolism,0,0,63,16,79
COG3291,FOG: PKD repeat,0,1,0,1,2
COG3292,Predicted periplasmic ligand-binding sensor domain,1,0,0,4,5
COG3293,Transposase and inactivated derivatives,5,3,7,20,35
COG3294,Uncharacterized conserved protein,0,0,0,0,0
COG3295,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3296,Uncharacterized protein conserved in bacteria,0,1,0,0,1
COG3297,"Type II secretory pathway, component PulL",0,0,0,0,0
COG3298,Predicted 3'-5' exonuclease related to the exonuclease domain of PolB,0,0,0,0,0
COG3299,Uncharacterized homolog of phage Mu protein gp47,0,2,0,0,2
COG3300,MHYT domain (predicted integral membrane sensor domain),0,3,0,1,4
COG3301,"Formate-dependent nitrite reductase, membrane component",0,0,0,0,0
COG3302,DMSO reductase anchor subunit,0,0,0,0,0
COG3303,"Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit",0,0,0,0,0
COG3304,Predicted membrane protein,1,0,15,0,16
COG3305,Predicted membrane protein,0,0,0,0,0
COG3306,Glycosyltransferase involved in LPS biosynthesis,0,1,0,0,1
COG3307,Lipid A core - O-antigen ligase and related enzymes,0,0,12,1,13
COG3308,Predicted membrane protein,0,1,0,0,1
COG3309,Uncharacterized virulence-associated protein D,0,0,0,0,0
COG3310,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3311,Predicted transcriptional regulator,0,0,0,0,0
COG3312,"F0F1-type ATP synthase, subunit I",0,1,0,0,1
COG3313,Predicted Fe-S protein,0,1,0,0,1
COG3314,Uncharacterized protein conserved in bacteria,0,0,11,0,11
COG3315,O-Methyltransferase involved in polyketide biosynthesis,0,0,0,3,3
COG3316,Transposase and inactivated derivatives,0,0,0,1,1
COG3317,Uncharacterized lipoprotein,0,2,0,0,2
COG3318,Predicted metal-binding protein related to the C-terminal domain of SecA,0,2,0,1,3
COG3319,Thioesterase domains of type I polyketide synthases or non-ribosomal peptide synthetases,1,1,0,1,3
COG3320,Putative dehydrogenase domain of multifunctional non-ribosomal peptide synthetases and related enzymes,0,0,0,2,2
COG3321,Polyketide synthase modules and related proteins,0,14,0,6,20
COG3322,Predicted periplasmic ligand-binding sensor domain,0,1,0,0,1
COG3323,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3324,Predicted enzyme related to lactoylglutathione lyase,0,2,32,15,49
COG3325,Chitinase,0,0,0,10,10
COG3326,Predicted membrane protein,0,1,0,0,1
COG3327,Phenylacetic acid-responsive transcriptional repressor,0,0,44,2,46
COG3328,Transposase and inactivated derivatives,10,9,7,16,42
COG3329,Predicted permease,0,0,0,0,0
COG3330,Uncharacterized protein conserved in bacteria,0,0,0,0,0
COG3331,"Penicillin-binding protein-related factor A, putative recombinase",0,0,0,0,0
COG3332,Uncharacterized conserved protein,0,4,0,0,4
COG3333,Uncharacterized protein conserved in bacteria,1,5,80,23,109
COG3334,Uncharacterized conserved protein,0,0,0,0,0
COG3335,Transposase and inactivated derivatives,4,4,0,6,14
COG3336,Predicted membrane protein,0,0,16,2,18
COG3337,Uncharacterized protein predicted to be involved in DNA repair,0,0,0,0,0
COG3338,Carbonic anhydrase,0,0,0,0,0
COG3339,Uncharacterized conserved protein,0,0,5,3,8
COG3340,Peptidase E,0,0,2,2,4
COG3341,Predicted double-stranded RNA/RNA-DNA hybrid binding protein,0,0,0,0,0
COG3342,Uncharacterized conserved protein,0,1,0,2,3
COG3343,"DNA-directed RNA polymerase, delta subunit",0,0,0,0,0
COG3344,Retron-type reverse transcriptase,1,4,13,16,34
COG3345,Alpha-galactosidase,0,0,0,0,0
COG3346,Uncharacterized conserved protein,0,1,21,1,23
COG3347,Uncharacterized conserved protein,6,0,0,2,8
COG3349,Uncharacterized conserved protein,0,1,0,0,1
COG3350,Uncharacterized conserved protein,0,0,0,1,1
COG3351,Putative archaeal flagellar protein D/E,0,0,0,0,0
COG3352,Putative archaeal flagellar protein C,0,0,0,0,0
COG3353,Putative archaeal flagellar protein F,0,0,0,0,0
COG3354,Putative archaeal flagellar protein G,0,0,0,0,0
COG3355,Predicted transcriptional regulator,0,0,0,0,0
COG3356,Predicted membrane protein,0,0,0,4,4
COG3357,Predicted transcriptional regulator containing an HTH domain fused to a Zn-ribbon,0,0,0,0,0
COG3358,Uncharacterized conserved protein,0,1,0,1,2
